S.No,Date,Tele Caller,Description ,Contact Number,Status,Source,Category,Call Type,Remarks,Company
1079,02-05-22,Eswarya,Junk Lead,9787783566,Out of district,CRM,Residence,Inactive,Nil,Budanta
1080,02-05-22,Eswarya,Junk Lead,9489248319,Not interested,CRM,Residence,Inactive,Nil,Budanta
1081,02-05-22,Eswarya,Junk Lead,8667089704,Not interested,CRM,Residence,Inactive,Nil,Budanta
1082,02-05-22,Eswarya,Junk Lead,9751902275,Not required,CRM,Residence,Inactive,Nil,Budanta
1083,02-05-22,Eswarya,Junk Lead,9786192543,Out of district,CRM,Residence,Inactive,Nil,Budanta
1084,02-05-22,Eswarya,Junk Lead,9047747367,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1085,02-05-22,Eswarya,Junk Lead,9894920664,Not required,CRM,Residence,Inactive,Nil,Budanta
1086,02-05-22,Eswarya,Junk Lead,7639128258,Not interested,CRM,Residence,Inactive,Nil,Budanta
1087,02-05-22,Eswarya,Junk Lead,9786192543,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1088,02-05-22,Eswarya,Junk Lead,8056381600,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1089,02-05-22,Eswarya,Junk Lead,9786192543,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1090,02-05-22,Eswarya,Junk Lead,7402548441,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1091,02-05-22,Eswarya,Junk Lead,9597857335,Not required,CRM,Residence,Inactive,Nil,Budanta
1092,02-05-22,Eswarya,Junk Lead,7639744371,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1093,02-05-22,Eswarya,Junk Lead,9894710545,Not required,CRM,Residence,Inactive,Nil,Budanta
1094,02-05-22,Eswarya,Junk Lead,9685741567,Not interested,CRM,Residence,Inactive,Nil,Budanta
1095,02-05-22,Eswarya,Junk Lead,9976780815,Not required,CRM,Residence,Inactive,Nil,Budanta
1096,02-05-22,Eswarya,Junk Lead,8608316560,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1097,02-05-22,Eswarya,Junk Lead,9942072547,Not interested,CRM,Residence,Inactive,Nil,Budanta
1098,02-05-22,Eswarya,Junk Lead,9943055928,Not required,CRM,Residence,Inactive,Nil,Budanta
1099,02-05-22,Eswarya,Junk Lead,9865938548,Not interested,CRM,Residence,Inactive,Nil,Budanta
1100,02-05-22,Eswarya,Junk Lead,9585742727,Out of district,CRM,Residence,Inactive,Nil,Budanta
1101,02-05-22,Eswarya,Junk Lead,9585742727,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1102,02-05-22,Eswarya,Junk Lead,9788991280,Not required,CRM,Residence,Inactive,Nil,Budanta
1103,02-05-22,Eswarya,Junk Lead,9486054061,Not required,CRM,Residence,Inactive,Nil,Budanta
1104,02-05-22,Eswarya,Junk Lead,9976780873,Not required,CRM,Residence,Inactive,Nil,Budanta
1105,02-05-22,Eswarya,Junk Lead,9626530406,Not answering ,CRM,Residence,Inactive,Nil,Budanta
1106,02-05-22,Eswarya,Junk Lead,9865423630,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1107,02-05-22,Eswarya,Junk Lead,9942945237,Not required,CRM,Residence,Inactive,Nil,Budanta
1108,02-05-22,Eswarya,Junk Lead,9585519943,Not interested,CRM,Residence,Inactive,Nil,Budanta
1109,02-05-22,Eswarya,Junk Lead,9659931295,Not required,CRM,Residence,Inactive,Nil,Budanta
1110,02-05-22,Eswarya,Junk Lead,7639443139,Not required,CRM,Residence,Inactive,Nil,Budanta
1111,02-05-22,Eswarya,Junk Lead,9655452010,Not interested,CRM,Residence,Inactive,Nil,Budanta
1112,02-05-22,Eswarya,Junk Lead,7010649802,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1113,02-05-22,Eswarya,Junk Lead,9655878270,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1114,02-05-22,Eswarya,Junk Lead,9943861573,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1115,02-05-22,Eswarya,Junk Lead,7010649802,Not required,CRM,Residence,Inactive,Nil,Budanta
1116,02-05-22,Eswarya,Junk Lead,8489495669,Not interested,CRM,Residence,Inactive,Nil,Budanta
1117,02-05-22,Eswarya,Junk Lead,9585967042,Not required,CRM,Residence,Inactive,Nil,Budanta
1118,02-05-22,Eswarya,Junk Lead,9787163395,Not required,CRM,Residence,Inactive,Nil,Budanta
1119,02-05-22,Eswarya,Junk Lead,9047061265,Out of district,CRM,Residence,Inactive,Nil,Budanta
1120,02-05-22,Eswarya,Junk Lead,6369971632,Switched off ,CRM,Residence,Inactive,Nil,Budanta
1121,02-05-22,Eswarya,Junk Lead,9655447515,Out of district,CRM,Residence,Inactive,Nil,Budanta
1122,02-05-22,Eswarya,Junk Lead,7010649802,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1123,02-05-22,Eswarya,Junk Lead,9787487403,Not required,CRM,Residence,Inactive,Nil,Budanta
1124,02-05-22,Eswarya,Junk Lead,6379800549,Not required,CRM,Residence,Inactive,Nil,Budanta
1125,02-05-22,Eswarya,Junk Lead,9585126627,Not answering ,CRM,Residence,Inactive,Nil,Budanta
1126,02-05-22,Eswarya,Junk Lead,9751929706,Not required,CRM,Residence,Inactive,Nil,Budanta
1127,02-05-22,Eswarya,Junk Lead,9585710894,Not required,CRM,Residence,Inactive,Nil,Budanta
1128,02-05-22,Eswarya,Junk Lead,7010649802,Not interested,CRM,Residence,Inactive,Nil,Budanta
1129,02-05-22,Eswarya,Junk Lead,9655539199,Not required,CRM,Residence,Inactive,Nil,Budanta
1130,02-05-22,Eswarya,Junk Lead,7010649802,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1131,02-05-22,Eswarya,Junk Lead,7010649802,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1132,02-05-22,Eswarya,Junk Lead,9585266740,Not required,CRM,Residence,Inactive,Nil,Budanta
1133,02-05-22,Eswarya,Junk Lead,7010649802,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1134,02-05-22,Eswarya,Junk Lead,7010649802,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1135,02-05-22,Eswarya,Junk Lead,7639919492,Not required,CRM,Residence,Inactive,Nil,Budanta
1136,02-05-22,Eswarya,Junk Lead,9786223244,Not answering ,CRM,Residence,Inactive,Nil,Budanta
1137,02-05-22,Eswarya,Junk Lead,9884614940,Not required,CRM,Residence,Inactive,Nil,Budanta
1138,02-05-22,Eswarya,Junk Lead,6374039623,Not interested,CRM,Residence,Inactive,Nil,Budanta
1139,02-05-22,Eswarya,Junk Lead,8610656538,Not required,CRM,Residence,Inactive,Nil,Budanta
1140,02-05-22,Eswarya,Junk Lead,9787487340,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1141,02-05-22,Eswarya,Junk Lead,9894686380,Number busy,CRM,Residence,Inactive,Nil,Budanta
1142,02-05-22,Eswarya,Junk Lead,9159787576,Not required,CRM,Residence,Inactive,Nil,Budanta
1143,02-05-22,Eswarya,Junk Lead,9659132938,Not interested,CRM,Residence,Inactive,Nil,Budanta
1144,02-05-22,Eswarya,Junk Lead,9787487340,Out of district,CRM,Residence,Inactive,Nil,Budanta
1145,02-05-22,Eswarya,Junk Lead,9751092079,Not required,CRM,Residence,Inactive,Nil,Budanta
1146,02-05-22,Eswarya,Junk Lead,9566876794,Not interested,CRM,Residence,Inactive,Nil,Budanta
1147,02-05-22,Muniswari,Junk Lead,8760421101,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1148,02-05-22,Muniswari,Junk Lead,9942641318,Not required,CRM,Residence,Inactive,Nil,Budanta
1149,02-05-22,Muniswari,Junk Lead,8524972363,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1150,02-05-22,Muniswari,Junk Lead,9788282533,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1151,02-05-22,Muniswari,Junk Lead,9688835444,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1152,02-05-22,Muniswari,Junk Lead,9865294336,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1153,02-05-22,Muniswari,Junk Lead,9688835444,Not required,CRM,Residence,Inactive,Nil,Budanta
1154,02-05-22,Muniswari,Junk Lead,8248825746,Not required,CRM,Residence,Inactive,Nil,Budanta
1155,02-05-22,Muniswari,Junk Lead,9688835443,Not required,CRM,Residence,Inactive,Nil,Budanta
1156,02-05-22,Muniswari,Junk Lead,9788855408,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1157,02-05-22,Muniswari,Junk Lead,9442352599,Not required,CRM,Residence,Inactive,Nil,Budanta
1158,02-05-22,Muniswari,Junk Lead,9942999666,Out of district ,CRM,Residence,Inactive,Nil,Budanta
1159,02-05-22,Muniswari,Junk Lead,9364647488,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1160,02-05-22,Muniswari,Junk Lead,8825658718,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1161,02-05-22,Muniswari,Junk Lead,8248825746,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1162,02-05-22,Muniswari,Junk Lead,9865980970,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1163,02-05-22,Muniswari,Junk Lead,9843705212,Ringing No response,CRM,Residence,Inactive,Nil,Budanta
1164,02-05-22,Muniswari,Junk Lead,9442680241,Ringing No response,CRM,Residence,Inactive,Nil,Budanta
1165,02-05-22,Muniswari,Junk Lead,9942096664,Ringing No response,CRM,Residence,Inactive,Nil,Budanta
1166,02-05-22,Muniswari,Junk Lead,9942936363,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1167,02-05-22,Muniswari,Junk Lead,9865980970,Not required,CRM,Residence,Inactive,Nil,Budanta
1168,02-05-22,Muniswari,Junk Lead,9942435076,Not required,CRM,Residence,Inactive,Nil,Budanta
1169,02-05-22,Muniswari,Junk Lead,9942936363,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1170,02-05-22,Muniswari,Junk Lead,9791793546,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1171,02-05-22,Muniswari,Junk Lead,9942283996,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1172,02-05-22,Muniswari,Junk Lead,9944818541,Not interested,CRM,Residence,Inactive,Nil,Budanta
1173,02-05-22,Muniswari,Junk Lead,7373302049,Not required,CRM,Residence,Inactive,Nil,Budanta
1174,02-05-22,Muniswari,Junk Lead,9863915963,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1175,02-05-22,Muniswari,Junk Lead,9942936363,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1176,02-05-22,Muniswari,Junk Lead,8675906095,Out of district ,CRM,Residence,Inactive,Nil,Budanta
1177,02-05-22,Muniswari,Junk Lead,9942936363,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1178,02-05-22,Muniswari,Junk Lead,9488931614,Not required,CRM,Residence,Inactive,Nil,Budanta
1179,02-05-22,Muniswari,Junk Lead,9865294336,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1180,02-05-22,Muniswari,Junk Lead,9787033469,Not required,CRM,Residence,Inactive,Nil,Budanta
1181,02-05-22,Muniswari,Junk Lead,9787033469,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1182,02-05-22,Muniswari,Junk Lead,9788855408,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1183,02-05-22,Muniswari,Junk Lead,9965942616,Out of district ,CRM,Residence,Inactive,Nil,Budanta
1184,02-05-22,Muniswari,Junk Lead,9924936363,Out of state,CRM,Residence,Inactive,Nil,Budanta
1185,02-05-22,Muniswari,Junk Lead,9894273732,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1186,02-05-22,Muniswari,Junk Lead,8825658718,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1187,02-05-22,Muniswari,Junk Lead,9942936363,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1188,02-05-22,Muniswari,Junk Lead,9095873646,Not required,CRM,Residence,Inactive,Nil,Budanta
1189,02-05-22,Muniswari,Junk Lead,9944457802,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1190,02-05-22,Muniswari,Junk Lead,9944953156,Out of district,CRM,Residence,Inactive,Nil,Budanta
1191,02-05-22,Muniswari,Junk Lead,9942936363,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1192,02-05-22,Muniswari,Junk Lead,9750204910,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1193,02-05-22,Muniswari,Junk Lead,9364647488,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1194,02-05-22,Muniswari,Junk Lead,9750204910,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1195,02-05-22,Muniswari,Junk Lead,9944953156,Not required,CRM,Residence,Inactive,Nil,Budanta
1196,02-05-22,Muniswari,Junk Lead,8344213214,Not required,CRM,Residence,Inactive,Nil,Budanta
1197,02-05-22,Muniswari,Junk Lead,9842511416,Not required,CRM,Residence,Inactive,Nil,Budanta
1198,02-05-22,Muniswari,Junk Lead,9486597125,Not required,CRM,Residence,Inactive,Nil,Budanta
1199,02-05-22,Muniswari,Junk Lead,9563268568,Not required,CRM,Residence,Inactive,Nil,Budanta
1200,02-05-22,Muniswari,Junk Lead,9486597125,Not required,CRM,Residence,Inactive,Nil,Budanta
1201,02-05-22,Muniswari,Junk Lead,8056692151,Not required,CRM,Residence,Inactive,Nil,Budanta
1202,02-05-22,Muniswari,Junk Lead,9865294336,Not required,CRM,Residence,Inactive,Nil,Budanta
1203,02-05-22,Muniswari,Junk Lead,8098576541,Not required,CRM,Residence,Inactive,Nil,Budanta
1204,02-05-22,Muniswari,Junk Lead,9364647488,Not required,CRM,Residence,Inactive,Nil,Budanta
1205,02-05-22,Muniswari,Junk Lead,8521425745,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1206,02-05-22,Muniswari,Junk Lead,9364647488,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1207,02-05-22,Muniswari,Junk Lead,9443944194,Not required,CRM,Residence,Inactive,Nil,Budanta
1208,02-05-22,Muniswari,Junk Lead,8754921090,Not required,CRM,Residence,Inactive,Nil,Budanta
1209,02-05-22,Muniswari,Junk Lead,8754921090,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1210,02-05-22,Muniswari,Junk Lead,9487306304,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1211,02-05-22,Muniswari,Junk Lead,9123504291,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1212,02-05-22,Muniswari,Junk Lead,9965105558,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1213,02-05-22,Muniswari,Junk Lead,9443944194,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1214,02-05-22,Muniswari,Junk Lead,9942936363,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1215,02-05-22,Muniswari,Junk Lead,8754921101,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1216,02-05-22,Muniswari,Junk Lead,8870526168,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1217,02-05-22,Muniswari,Junk Lead,9381444560,Not required,CRM,Residence,Inactive,Nil,Budanta
1218,02-05-22,Muniswari,Junk Lead,9443741599,Not required,CRM,Residence,Inactive,Nil,Budanta
1219,02-05-22,Muniswari,Junk Lead,9942537720,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1220,02-05-22,Muniswari,Junk Lead,8248825746,Not required,CRM,Residence,Inactive,Nil,Budanta
1221,02-05-22,Muniswari,Junk Lead,8973281368,Not required,CRM,Residence,Inactive,Nil,Budanta
1222,02-05-22,Muniswari,Junk Lead,9445528190,Ringing No response,CRM,Residence,Inactive,Nil,Budanta
1223,02-05-22,Muniswari,Junk Lead,9884042120,Ringing No response,CRM,Residence,Inactive,Nil,Budanta
1224,02-05-22,Muniswari,Junk Lead,9094385085,Not required ,CRM,Residence,Inactive,Nil,Budanta
1225,02-05-22,Muniswari,Junk Lead,9841516502,Not required ,CRM,Residence,Inactive,Nil,Budanta
1226,02-05-22,Muniswari,Junk Lead,9600125773,Not required ,CRM,Residence,Inactive,Nil,Budanta
1227,02-05-22,Muniswari,Junk Lead,9444656177,Not required ,CRM,Residence,Inactive,Nil,Budanta
1228,04-05-22,Eswarya,Junk Lead,7094849039,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1229,04-05-22,Eswarya,Junk Lead,9842315785,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1230,04-05-22,Eswarya,Junk Lead,9087543634,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1231,04-05-22,Eswarya,Junk Lead,9842461066,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1232,04-05-22,Eswarya,Junk Lead,9787531711,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1233,04-05-22,Eswarya,Junk Lead,9943311332,Out of district,CRM,Residence,Inactive,Nil,Budanta
1234,04-05-22,Eswarya,Junk Lead,9626718331,Not required,CRM,Residence,Inactive,Nil,Budanta
1235,04-05-22,Eswarya,Junk Lead,8675887574,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1236,04-05-22,Eswarya,Junk Lead,9221212331,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1237,04-05-22,Eswarya,Junk Lead,7598345388,Not required,CRM,Residence,Inactive,Nil,Budanta
1238,04-05-22,Eswarya,Junk Lead,9047930971,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1239,04-05-22,Eswarya,Junk Lead,9751721235,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1240,04-05-22,Eswarya,Junk Lead,9865879953,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1241,04-05-22,Eswarya,Junk Lead,9443352641,Out of district,CRM,Residence,Inactive,Nil,Budanta
1242,04-05-22,Eswarya,Junk Lead,9786543316,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1243,04-05-22,Eswarya,Junk Lead,9715360903,Not required,CRM,Residence,Inactive,Nil,Budanta
1244,04-05-22,Eswarya,Junk Lead,9843253285,Not required,CRM,Residence,Inactive,Nil,Budanta
1245,04-05-22,Eswarya,Junk Lead,9578804151,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1246,04-05-22,Eswarya,Junk Lead,9443352641,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1247,04-05-22,Eswarya,Junk Lead,9443352641,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1248,04-05-22,Eswarya,Junk Lead,9443352641,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1249,04-05-22,Eswarya,Junk Lead,9443352641,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1250,04-05-22,Eswarya,Junk Lead,9965420998,Not required,CRM,Residence,Inactive,Nil,Budanta
1251,04-05-22,Eswarya,Junk Lead,9965420998,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1252,04-05-22,Eswarya,Junk Lead,7373651576,Not required,CRM,Residence,Inactive,Nil,Budanta
1253,04-05-22,Eswarya,Junk Lead,9947564290,Not required,CRM,Residence,Inactive,Nil,Budanta
1254,04-05-22,Eswarya,Junk Lead,9994623423,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1255,04-05-22,Eswarya,Junk Lead,8882284246,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1256,04-05-22,Eswarya,Junk Lead,9750315959,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1257,04-05-22,Eswarya,Junk Lead,9003370948,Out of district,CRM,Residence,Inactive,Nil,Budanta
1258,04-05-22,Eswarya,Junk Lead,9865017526,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1259,04-05-22,Eswarya,Junk Lead,9500245674,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1260,04-05-22,Eswarya,Junk Lead,9698058754,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1261,04-05-22,Eswarya,Junk Lead,9698058754,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1262,04-05-22,Eswarya,Junk Lead,9698058754,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1263,04-05-22,Eswarya,Junk Lead,994512482,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1264,04-05-22,Eswarya,Junk Lead,9688283275,Not required,CRM,Residence,Inactive,Nil,Budanta
1265,04-05-22,Eswarya,Junk Lead,9654546546,Out of district,CRM,Residence,Inactive,Nil,Budanta
1266,04-05-22,Eswarya,Junk Lead,9843273861,Not required,CRM,Residence,Inactive,Nil,Budanta
1267,04-05-22,Eswarya,Junk Lead,7373173720,Interested,CRM,Residence,Inactive,Out of district,Budanta
1268,04-05-22,Eswarya,Junk Lead,9715235831,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1269,04-05-22,Eswarya,Junk Lead,7639320425,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1270,04-05-22,Eswarya,Junk Lead,9790388773,Not required,CRM,Residence,Inactive,Nil,Budanta
1271,04-05-22,Eswarya,Junk Lead,9843958324,Not required,CRM,Residence,Inactive,Nil,Budanta
1272,04-05-22,Eswarya,Junk Lead,9443352641,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1273,04-05-22,Eswarya,Junk Lead,9443352641,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1274,04-05-22,Eswarya,Junk Lead,9626469029,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1275,04-05-22,Eswarya,Junk Lead,8220847819,Not interested,CRM,Residence,Inactive,Nil,Budanta
1277,04-05-22,Eswarya,Junk Lead,9787661263,Not required,CRM,Residence,Inactive,Nil,Budanta
1278,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1279,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1280,04-05-22,Eswarya,Junk Lead,9443794259,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1281,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1282,04-05-22,Eswarya,Junk Lead,8870068607,Not required,CRM,Residence,Inactive,Nil,Budanta
1283,04-05-22,Eswarya,Junk Lead,8870068607,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1284,04-05-22,Eswarya,Junk Lead,8870068607,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1285,04-05-22,Eswarya,Junk Lead,8870068607,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1286,04-05-22,Eswarya,Junk Lead,8870068607,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1287,04-05-22,Eswarya,Junk Lead,8870068607,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1288,04-05-22,Eswarya,Junk Lead,9443794259,Not required,CRM,Residence,Inactive,Nil,Budanta
1289,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1290,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1291,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1292,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1293,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1294,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1295,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1296,04-05-22,Eswarya,Junk Lead,9629073009,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1297,04-05-22,Eswarya,Junk Lead,9629073009,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1298,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1299,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1300,04-05-22,Eswarya,Junk Lead,9965747055,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1301,04-05-22,Eswarya,Junk Lead,9965747055,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1302,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1303,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1304,04-05-22,Eswarya,Junk Lead,9629073009,Not required,CRM,Residence,Inactive,Nil,Budanta
1305,04-05-22,Eswarya,Junk Lead,9965747055,Not required,CRM,Residence,Inactive,Nil,Budanta
1306,04-05-22,Eswarya,Junk Lead,9629073009,Not required,CRM,Residence,Inactive,Nil,Budanta
1307,04-05-22,Eswarya,Junk Lead,9965747055,Not interested,CRM,Residence,Inactive,Nil,Budanta
1308,04-05-22,Eswarya,Junk Lead,8508459466,Not interested,CRM,Residence,Inactive,Nil,Budanta
1309,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1310,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1311,04-05-22,Eswarya,Junk Lead,9787661263,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1312,04-05-22,Eswarya,Junk Lead,9751330711,Not required,CRM,Residence,Inactive,Nil,Budanta
1313,04-05-22,Eswarya,Junk Lead,7639919020,Not requied,CRM,Residence,Inactive,Nil,Budanta
1314,04-05-22,Eswarya,Junk Lead,9787661263,Out of district,CRM,Residence,Inactive,Nil,Budanta
1315,04-05-22,Eswarya,Junk Lead,9047799365,Out of state,CRM,Residence,Inactive,Nil,Budanta
1316,04-05-22,Eswarya,Junk Lead,9786782394,Not interested,CRM,Residence,Inactive,Nil,Budanta
1317,04-05-22,Eswarya,Junk Lead,9898778988,Not required,CRM,Residence,Inactive,Nil,Budanta
1318,04-05-22,Eswarya,Junk Lead,9578569902,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1319,04-05-22,Eswarya,Junk Lead,8248938783,Not interested,CRM,Residence,Inactive,Nil,Budanta
1320,04-05-22,Eswarya,Junk Lead,9786995809,Not required,CRM,Residence,Inactive,Nil,Budanta
1321,04-05-22,Eswarya,Junk Lead,9943665675,Not interested,CRM,Residence,Inactive,Nil,Budanta
1322,04-05-22,Eswarya,Junk Lead,9159865156,Out of state,CRM,Residence,Inactive,Nil,Budanta
1323,04-05-22,Eswarya,Junk Lead,9487524866,Out of district,CRM,Residence,Inactive,Nil,Budanta
1324,04-05-22,Eswarya,Junk Lead,9597974541,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1325,04-05-22,Eswarya,Junk Lead,9787301600,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1326,04-05-22,Eswarya,Junk Lead,7502062959,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1327,04-05-22,Eswarya,Junk Lead,9994565275,Invalid number,CRM,Residence,Inactive,Nil,Budanta
1328,04-05-22,Muniswari,Junk Lead,9942936363,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1329,04-05-22,Muniswari,Junk Lead,8760421101,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1330,04-05-22,Muniswari,Junk Lead,9500594319,Not required,CRM,Residence,Inactive,Nil,Budanta
1331,04-05-22,Muniswari,Junk Lead,9095757817,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1332,04-05-22,Muniswari,Junk Lead,9500594319,Duplicate,CRM,Residence,Inactive,Nil,Budanta
1333,04-05-22,Muniswari,Junk Lead,8925638453,Not required,CRM,Residence,Inactive,Nil,Budanta
1334,04-05-22,Muniswari,Junk Lead,9786642345,Ringing no response,CRM,Residence,Inactive,Nil,Budanta
1335,04-05-22,Muniswari,Junk Lead,9942777804,Not required,CRM,Residence,Inactive,Nil,Budanta
